Rank,Camera1_Performance,Camera2_Performance,Camera3_Performance,Camera4_Performance,Camera5_Performance,Camera6_Performance
1,30.95376740993564,47.334119351866086,57.25796056585972,25.481140667660394,0.0,35.60992915398612
2,35.22754913169152,36.88189679860212,36.64605399519924,32.82222022671508,0.0,0.0
3,29.87599151932452,42.59950256726033,48.42356023387349,27.452574213024516,0.0,40.40096132154212
4,29.139124222827483,44.56460849131596,43.461156459170766,26.21686341949464,0.0,25.907283063468522
5,36.13399082003964,43.12430305784461,25.24732639540548,21.2449865336948,0.0,27.55369838771348
6,30.397668823730285,22.21068785556048,51.486881500498804,15.433126822602802,35.49468825353927,0.0
7,51.46005187042708,31.2533903763784,36.8312060529638,26.68410635279252,0.0,42.199885082226565
8,32.809589737144,37.476579732979566,46.626125820549525,35.17261324905343,0.0,29.881493893096916
9,39.09830842769648,42.044685239031246,46.77628118125375,42.656987295660805,0.0,52.46429746814256
10,29.03418891749936,42.2947545623356,39.08767081865672,6.820054737825119,0.0,39.00887321298436
11,39.035896700160045,36.893763849590286,46.334555878014115,21.36576576660484,0.0,37.50823530575664
12,43.293346194100494,25.831774912150763,40.782415500781646,26.060860330601525,18.78223393734844,0.0
13,48.971069006682086,34.303282883151205,37.6710125033862,52.40802273171281,0.0,26.11703163480644
14,45.09527059272632,44.71167920191416,21.91097803120864,21.51996749597488,0.0,49.12188269912584
15,46.87657355906712,43.871123323038915,26.935251818949844,26.69085506506172,54.521117048028486,0.0
16,48.51054310225428,55.150185740200605,38.6499713535672,46.82490237103184,0.0,0.0
17,43.62855240923544,39.62701691536312,44.72200281367132,25.31796242422672,0.0,53.25533768035653
18,39.98297117121277,39.525717720450245,50.55488420880621,39.74590037432724,0.0,0.0
19,36.528285988212005,48.38595700487724,35.114881220652194,14.61776912020608,53.321938911670564,43.99752839744357
20,26.254191897950285,45.680086127977724,26.190766758274158,23.97702092157084,0.0,0.0
21,25.12835449888584,29.497204470811,47.1788920936712,36.89866425608856,0.0,58.01124751622972
22,49.61580749250453,53.916162162517125,39.01061381079533,22.01790534008136,0.0,53.62209396795636
23,41.41026327285321,32.99260691659084,40.20211525843425,48.83541794829264,0.0,48.74956963729689
24,52.56468517658737,49.65956748106996,24.6483740665382,26.30099849423036,0.0,47.48590699461652
25,28.121428146633082,30.470235398826002,27.144286235220243,28.584568090314843,0.0,0.0
26,39.84132403824072,35.95930304539064,24.584987990029678,16.79202946024812,0.0,49.46733300455897
27,27.37010645734016,32.50780801012996,40.71403042848236,13.796936957994918,34.97452138115388,0.0
28,37.631116780461085,44.2227883142712,33.445014915286244,24.107177461226282,0.0,0.0
29,42.20030714333697,42.771002769266445,38.39896805783252,31.170085260697043,0.0,49.27349575875636
30,23.5524029359896,47.053393951630845,43.36675322602508,30.84414071956004,0.0,0.0
31,41.749593275566845,43.578115043867086,26.80430734091836,29.20282876959744,0.0,0.0
32,36.1070932528566,37.2400854543608,48.27527051835273,47.14119278101544,0.0,0.0
33,38.45820623332904,53.774410939939955,46.492476699061285,41.02896728856712,0.0,0.0
34,30.926088307666323,17.956702487238204,41.19301738055824,48.43957920195928,0.0,31.054652452699322
35,24.110731047582163,28.472987968948882,36.42199848418808,8.828767796523723,0.0,47.870260537319396
36,50.38209539218108,33.71562156278425,59.80709211360512,21.39798513675108,43.420482406041884,53.81191363936384
37,33.93833289013952,44.0835797718748,57.82407389386055,17.75068540919356,58.02057637254284,0.0
