Rank,Camera1_Performance,Camera2_Performance,Camera3_Performance,Camera4_Performance,Camera5_Performance,Camera6_Performance,Camera7_Performance,Camera8_Performance,Camera9_Performance,Camera10_Performance,Camera11_Performance
426,54.66691566378108,25.073321139331522,35.8070402261306,31.415393235425128,0.0,0.0,0.0,44.57817501453096,0.0,38.44146120661264,0.0
427,37.04088778983829,38.5641554959172,27.464975569526917,30.5442614715684,0.0,31.998279102164002,0.0,44.113353402286045,39.44572514499372,38.311426294600835,0.0
428,41.57114316375532,33.331405045126516,32.310902038270484,23.53040526094608,0.0,41.63271076069156,39.60850115776201,40.613335891264846,29.387667542099678,0.0,0.0
429,25.89103504076108,41.067736743403835,39.694015996585044,7.65153986361636,35.40435927635676,34.71573514714992,0.0,41.231194129722645,30.838697939784204,0.0,43.10491728795668
430,34.97207801091236,53.49189832988848,42.5676125147584,26.631498563340323,0.0,0.0,0.0,45.612102002231524,0.0,42.018553157325194,0.0
431,27.06582509599572,40.76721313666805,47.42399991586329,37.3703152971372,0.0,0.0,0.0,47.71682719282748,0.0,37.02935401657636,0.0
432,42.41731905631324,45.890370063322045,29.79491824340368,16.089392045728403,38.64394405749753,26.98050249128896,0.0,42.81386461004553,47.43529739298484,0.0,35.517366678242844
433,38.80501913521392,18.978838980329204,37.47497053305913,25.36732255698948,0.0,35.75860994211492,34.14637575531976,43.589811036185964,56.21768202173768,0.0,0.0
434,35.99719224677716,30.67775715187984,42.873292247024565,19.5688669049696,0.0,26.77120722947828,38.96598108085424,37.44618476115812,45.69854327724768,0.0,0.0
435,49.06622834067297,20.84849766582904,37.3423665270244,28.339727192460085,0.0,33.28872618887012,34.62146418323589,64.95957776859356,27.894712690186363,0.0,0.0
436,24.30782673331776,36.19472301952088,38.44164256880633,25.715471867108043,0.0,39.56616764557216,0.0,48.13292493753524,49.7849978049458,30.83484353351772,0.0
437,44.496467613099,45.23890882166848,55.255680903392324,29.08558773905788,0.0,39.56913138455405,27.266537227447802,60.199857889010964,38.22276181334208,0.0,0.0
438,29.8066802255268,25.933124944479847,39.52634544847581,10.84595807381192,25.67523980223396,53.09368062161632,0.0,29.232438455568566,48.77994892296052,0.0,32.06899574116532
439,52.544978540889595,46.10658356966956,40.01179065690028,31.987227441038563,0.0,40.41957455401596,36.977689187884835,36.14926298589804,33.5278699547906,0.0,0.0
440,43.334683841786365,19.44821269052872,22.748668667057924,17.059460006681405,32.0496764592558,0.0,0.0,62.76281333121281,0.0,0.0,40.05238407085584
441,46.00463062563552,56.80029294185325,39.03453988281604,44.474731407723,0.0,41.47376343416488,0.0,47.61112082504688,21.999996134779202,49.35675500231464,0.0
442,39.24645612992224,47.71818622398952,35.433460317425954,40.5128194608684,0.0,0.0,0.0,43.49630415083468,0.0,26.78360707541396,0.0
443,30.93517948265216,30.47183276811076,44.934534066866206,11.893458327312322,0.0,45.02138825230516,52.10094086437105,53.65084446406492,27.680263185763366,0.0,0.0
444,42.00311529702637,26.45794074907736,57.54621047054168,42.88053884633665,0.0,56.49797369731952,0.0,52.98318551696,31.76298222403816,54.201073385471,0.0
445,48.71487828734748,30.96184422528364,31.228524627569364,24.14717029093696,0.0,28.806861693691083,41.12107311159357,31.27227817131476,36.274742222642644,0.0,0.0
446,38.32475367422676,17.94474276099088,43.649921047035726,18.24633565943136,40.88464550736768,47.56725793458964,0.0,49.615128148760675,41.79890705597181,0.0,40.61914888576151
447,29.815713161894685,33.0234555415428,41.381081859675525,30.404249131803716,0.0,0.0,0.0,31.12883564561184,0.0,35.550384426793315,0.0
448,29.488426645733362,26.058321372378725,41.707262656294915,33.72302893525032,0.0,39.17859261564109,0.0,42.114316467553046,30.597378410928044,39.84403662367668,0.0
449,32.35010926929564,41.42463909859005,28.364744204461324,20.62704018939664,0.0,50.97207496171401,46.139566073859605,27.28810675532076,27.028000568957122,0.0,0.0
450,37.06317518685648,39.64895675785359,35.148602400370166,20.316982957236124,0.0,45.04269807988188,41.15638025866848,41.063999988794365,18.39304126960068,0.0,0.0
451,41.02019154971311,51.73160259560176,44.268460105186165,38.219130265453195,0.0,43.55415150895756,0.0,43.64877404866768,38.27948676247892,37.21477950798992,0.0
452,33.470843380073724,28.346244517095442,32.69174581797248,12.73064096547564,0.0,47.3624776144768,44.57200312289328,42.50095334682176,49.67295036192249,0.0,0.0
453,43.94271414611152,31.796976790060683,46.03599284334804,25.550628610613803,0.0,40.86666737703908,40.11990655380776,53.758499388309446,26.99888441207296,0.0,0.0
454,28.81338825098728,56.55135414664413,41.60601441035164,23.73360552680176,0.0,34.20441321432984,0.0,47.30033601969156,52.957017440491285,50.096545643861326,0.0
455,47.57356898403948,40.75748829177972,29.216815488657243,23.920691525496242,37.26000563294024,0.0,0.0,37.46194959295801,0.0,0.0,52.780261681439676
456,46.2028044887978,47.26505532232708,36.47719515485276,52.263782465128685,0.0,0.0,0.0,50.70342314805188,0.0,47.0640545006158,0.0
457,39.5609206785068,46.328347161901085,53.39090847341224,33.11928655348464,0.0,53.05612725541285,0.0,41.366340202643805,33.49435816308364,45.84909320774988,0.0
458,42.1177028438844,28.818893252316517,46.0828562545438,31.224712554111445,38.30069832122628,45.806651491988035,0.0,58.21435798259624,42.21206469144813,0.0,39.3813472573558
459,34.30398712871984,43.707816310845196,44.51626565594028,25.95334504312324,0.0,0.0,0.0,30.83771836188052,0.0,25.076449979445197,0.0
460,21.499653411382322,48.398224710944284,16.23519281241366,29.113859101462403,0.0,0.0,0.0,50.952720637697645,0.0,44.44280605934584,0.0
461,19.757393459612842,28.544824850168922,38.31035316328244,16.24014044242152,0.0,31.641931952190884,0.0,43.63247562203268,39.23133609081964,38.773157894857405,0.0
462,40.53321497521764,51.20756728140048,44.478247815027444,21.52045453153308,0.0,49.9443968058064,46.07246951989708,37.270479663404046,41.93580316790776,0.0,0.0
