Rank,Angle1,Distance1,Density1,Angle2,Distance2,Density2,Angle3,Distance3,Density3,Angle4,Distance4,Density4,Angle5,Distance5,Density5,Angle6,Distance6,Density6,Angle7,Distance7,Density7,Angle8,Distance8,Density8,Angle9,Distance9,Density9,Angle10,Distance10,Density10,Angle11,Distance11,Density11
 171,9.38780870837807,7.47063475346218,2,9.42487976556049,5.63578865795393,2,6.83452193192965,3.66057734390395,3,9.38780870837807,0,0,0,0,0,3.93259032982155,4.6724727350627,1,0,0,0,7.06114928978758,1.87024854998683,3,5.51598537580538,5.24312362501361,1,0,0,0,0,0,0
 171,9.38780870837807,7.47063475346218,2,9.42487976556049,5.63578865795393,2,5.85063901819638,4.43265730091851,2,9.38780870837807,0,0,0,0,0,3.93259032982155,4.6724727350627,1,0,0,0,7.08086643964156,1.44668576812841,2,5.51598537580538,5.24312362501361,1,0,0,0,0,0,0
 171,9.38780870837807,7.47063475346218,2,9.42487976556049,5.63578865795393,2,5.85063901819638,4.43265730091851,2,9.38780870837807,6.51846358718159,1,0,0,0,3.93259032982155,4.6724727350627,1,0,0,0,7.08086643964156,1.44668576812841,2,5.51598537580538,5.24312362501361,1,7.18190652547625,4.19148948088024,1,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,0,0,0,0,7.90336926102492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,1,7.30496720558109,2.62170562079932,0,7.90336926102492,0,0,0,0,0,0,0,0,0,0,0,2.42376503577751,6.3343957928395,0,0,0,0,0,0,0,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,1,7.30496720558109,2.62170562079932,3,7.90336926102492,0,0,0,0,0,6.70726570531415,5.4582708378158,0,0,0,0,2.42376503577751,6.3343957928395,3,4.66043423758803,4.9928058020097,0,0,0,0,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,1,7.30496720558109,2.62170562079932,3,7.90336926102492,0,0,0,0,0,6.70726570531415,5.4582708378158,2,0,0,0,2.42376503577751,6.3343957928395,3,4.66043423758803,4.9928058020097,2,0,0,0,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,1,7.56597045626044,1.9109435336203,2,7.90336926102492,0,0,0,0,0,6.70726570531415,5.4582708378158,2,0,0,0,6.98064710274258,1.66738347062493,2,4.66043423758803,4.9928058020097,2,0,0,0,0,0,0
 172,7.90336926102492,4.22848602125621,2,8.98669831511884,1.44948442384375,1,7.56597045626044,1.9109435336203,2,7.90336926102492,6.72712591274723,1,0,0,0,6.70726570531415,5.4582708378158,2,0,0,0,6.98064710274258,1.66738347062493,2,4.66043423758803,4.9928058020097,2,6.25248845322079,3.96856826996034,1,0,0,0
 173,6.7130094532367,5.49857126245309,1,7.15628934043925,6.4175836509408,0,0,0,0,6.7130094532367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 173,6.7130094532367,5.49857126245309,1,7.15628934043925,6.4175836509408,1,7.43115233500625,4.52987717019028,0,6.7130094532367,0,0,0,0,0,0,0,0,0,0,0,6.79999609405844,5.49989629759276,0,0,0,0,0,0,0,0,0,0
 173,6.7130094532367,5.49857126245309,1,7.15628934043925,6.4175836509408,1,7.43115233500625,4.52987717019028,2,6.7130094532367,0,0,0,0,0,3.05307386432642,5.95331776720182,0,0,0,0,6.79999609405844,5.49989629759276,2,4.30314117841688,8.22571069467664,0,0,0,0,0,0,0
 173,6.7130094532367,5.49857126245309,1,7.15628934043925,6.4175836509408,1,7.43115233500625,4.52987717019028,2,6.7130094532367,0,0,0,0,0,3.05307386432642,5.95331776720182,2,0,0,0,6.79999609405844,5.49989629759276,2,4.30314117841688,8.22571069467664,2,0,0,0,0,0,0
 173,6.7130094532367,5.49857126245309,1,7.15628934043925,6.4175836509408,1,7.43115233500625,4.52987717019028,2,6.7130094532367,0,0,0,0,0,3.05307386432642,5.95331776720182,2,6.04655831096291,5.95333654229921,1,6.79999609405844,5.49989629759276,2,4.30314117841688,8.22571069467664,2,0,0,0,0,0,0
 174,6.79736715054179,3.7158316851561,2,7.95625981159205,6.97867787099186,0,0,0,0,6.79736715054179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 174,6.79736715054179,3.7158316851561,2,7.95625981159205,6.97867787099186,2,5.58664562301765,3.31795603395512,0,6.79736715054179,0,0,0,0,0,0,0,0,0,0,0,5.73868356715897,5.56294405034868,0,0,0,0,0,0,0,0,0,0
 174,6.79736715054179,3.7158316851561,2,7.95625981159205,6.97867787099186,2,5.58664562301765,3.31795603395512,3,6.79736715054179,0,0,0,0,0,0,0,0,0,0,0,5.73868356715897,5.56294405034868,3,0,0,0,0,0,0,0,0,0
 174,6.79736715054179,3.7158316851561,2,7.95625981159205,6.97867787099186,2,5.58664562301765,3.31795603395512,3,6.79736715054179,4.9010816910526,2,0,0,0,0,0,0,0,0,0,5.73868356715897,5.56294405034868,3,0,0,0,4.65017546322815,4.86776533457643,2,0,0,0
 175,6.55720588882189,4.20592390263466,2,6.63903688172534,5.78682256215696,0,0,0,0,6.55720588882189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 175,6.55720588882189,4.20592390263466,2,6.63903688172534,5.78682256215696,2,7.66894003939076,6.02380241338681,0,6.55720588882189,0,0,0,0,0,0,0,0,0,0,0,7.74920816443133,7.26111862635381,0,0,0,0,0,0,0,0,0,0
 175,6.55720588882189,4.20592390263466,2,6.63903688172534,5.78682256215696,2,7.66894003939076,6.02380241338681,4,6.55720588882189,0,0,0,0,0,5.56591227221583,3.12816641575861,0,0,0,0,7.74920816443133,7.26111862635381,4,5.0140407892507,6.65464711056875,0,0,0,0,0,0,0
 175,6.55720588882189,4.20592390263466,2,6.63903688172534,5.78682256215696,2,7.66894003939076,6.02380241338681,4,6.55720588882189,0,0,0,0,0,5.56591227221583,3.12816641575861,1,0,0,0,7.74920816443133,7.26111862635381,4,5.0140407892507,6.65464711056875,1,0,0,0,0,0,0
 175,6.55720588882189,4.20592390263466,2,6.63903688172534,5.78682256215696,2,7.66894003939076,6.02380241338681,4,6.55720588882189,0,0,0,0,0,5.56591227221583,3.12816641575861,1,5.96375681231122,4.8788823974785,2,7.74920816443133,7.26111862635381,4,5.0140407892507,6.65464711056875,1,0,0,0,0,0,0
 176,8.84766790855749,5.73459565644567,1,6.23085907507721,6.09633589971251,0,0,0,0,8.84766790855749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 176,8.84766790855749,5.73459565644567,1,6.23085907507721,6.09633589971251,1,5.26258212328231,5.67997876566156,0,8.84766790855749,0,0,0,0,0,0,0,0,0,0,0,7.43850141609312,5.34302077267418,0,0,0,0,0,0,0,0,0,0
 176,8.84766790855749,5.73459565644567,1,6.23085907507721,6.09633589971251,1,5.26258212328231,5.67997876566156,3,8.84766790855749,0,0,0,0,0,0,0,0,0,0,0,7.43850141609312,5.34302077267418,3,0,0,0,0,0,0,0,0,0
 176,8.84766790855749,5.73459565644567,1,6.23085907507721,6.09633589971251,1,5.26258212328231,5.67997876566156,3,8.84766790855749,6.16135502413473,2,0,0,0,0,0,0,0,0,0,7.43850141609312,5.34302077267418,3,0,0,0,7.08382126789559,4.98252569284836,2,0,0,0
 177,4.52968087938844,6.16823949296131,1,8.39235884370671,4.99880145760621,0,0,0,0,4.52968087938844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 177,4.52968087938844,6.16823949296131,1,8.39235884370671,4.99880145760621,1,5.97306938850583,2.11003648727401,0,4.52968087938844,0,0,0,0,0,0,0,0,0,0,0,4.2549853166657,7.40614318260219,0,0,0,0,0,0,0,0,0,0
 177,4.52968087938844,6.16823949296131,1,8.39235884370671,4.99880145760621,1,5.97306938850583,2.11003648727401,3,4.52968087938844,0,0,0,0,0,7.87611741538629,4.15900795683338,0,0,0,0,4.2549853166657,7.40614318260219,3,4.39529660802079,4.37356954607449,0,0,0,0,0,0,0
 177,4.52968087938844,6.16823949296131,1,8.39235884370671,4.99880145760621,1,5.97306938850583,2.11003648727401,3,4.52968087938844,0,0,0,0,0,7.87611741538629,4.15900795683338,1,0,0,0,4.2549853166657,7.40614318260219,3,4.39529660802079,4.37356954607449,1,0,0,0,0,0,0
 177,4.52968087938844,6.16823949296131,1,8.39235884370671,4.99880145760621,1,5.97306938850583,2.11003648727401,3,4.52968087938844,0,0,0,0,0,7.87611741538629,4.15900795683338,1,5.82925164770436,5.31993875182841,1,4.2549853166657,7.40614318260219,3,4.39529660802079,4.37356954607449,1,0,0,0,0,0,0
 178,6.10159196329865,6.48709654207098,1,7.46250461264371,4.53080748339222,0,0,0,0,6.10159196329865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 178,6.10159196329865,6.48709654207098,1,7.46250461264371,4.53080748339222,1,4.25607618636257,2.89671873870776,0,6.10159196329865,0,0,0,0,0,0,0,0,0,0,0,8.04004148554737,5.02014585314869,0,0,0,0,0,0,0,0,0,0
 178,6.10159196329865,6.48709654207098,1,7.46250461264371,4.53080748339222,1,4.25607618636257,2.89671873870776,3,6.10159196329865,0,0,0,0,0,8.51423105059304,7.14279971535761,0,0,0,0,8.04004148554737,5.02014585314869,3,5.11316558648344,4.68122899670286,0,0,0,0,0,0,0
 178,6.10159196329865,6.48709654207098,1,7.46250461264371,4.53080748339222,1,4.25607618636257,2.89671873870776,3,6.10159196329865,0,0,0,0,0,8.51423105059304,7.14279971535761,2,0,0,0,8.04004148554737,5.02014585314869,3,5.11316558648344,4.68122899670286,2,0,0,0,0,0,0
 178,6.10159196329865,6.48709654207098,1,7.46250461264371,4.53080748339222,1,4.25607618636257,2.89671873870776,3,6.10159196329865,0,0,0,0,0,8.51423105059304,7.14279971535761,2,5.10521697250854,4.05587212364857,2,8.04004148554737,5.02014585314869,3,5.11316558648344,4.68122899670286,2,0,0,0,0,0,0
 179,5.30415587575796,4.64543951709643,1,7.35723007872864,4.92214467766802,0,0,0,0,5.30415587575796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 179,5.30415587575796,4.64543951709643,1,7.35723007872864,4.92214467766802,1,7.73374267985879,4.89891994048128,0,5.30415587575796,0,0,0,0,0,0,0,0,0,0,0,5.36063510372254,1.95374286058827,0,0,0,0,0,0,0,0,0,0
 179,5.30415587575796,4.64543951709643,1,7.35723007872864,4.92214467766802,1,7.73374267985879,4.89891994048128,2,5.30415587575796,0,0,0,0,0,0,0,0,0,0,0,5.36063510372254,1.95374286058827,2,0,0,0,0,0,0,0,0,0
 179,5.30415587575796,4.64543951709643,1,7.35723007872864,4.92214467766802,1,7.73374267985879,4.89891994048128,2,5.30415587575796,4.41366146696816,1,0,0,0,0,0,0,0,0,0,5.36063510372254,1.95374286058827,2,0,0,0,4.43797564428369,2.92580629185377,1,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,0,0,0,0,8.17226418208705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,1,3.61456628324429,4.71807533152534,0,8.17226418208705,0,0,0,0,0,0,0,0,0,0,0,5.20751357526106,4.19266071110599,0,0,0,0,0,0,0,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,1,3.61456628324429,4.71807533152534,2,8.17226418208705,0,0,0,0,0,6.21245188380819,4.39564871115323,0,0,0,0,5.20751357526106,4.19266071110599,2,5.33526326852222,3.36624944151183,0,0,0,0,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,1,3.61456628324429,4.71807533152534,2,8.17226418208705,0,0,0,0,0,6.21245188380819,4.39564871115323,2,0,0,0,5.20751357526106,4.19266071110599,2,5.33526326852222,3.36624944151183,2,0,0,0,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,1,2.76637645035477,6.44799589332454,3,8.17226418208705,0,0,0,0,0,6.21245188380819,4.39564871115323,2,0,0,0,5.29038849123084,6.1364693754827,3,5.33526326852222,3.36624944151183,2,0,0,0,0,0,0
 180,8.17226418208705,5.40057694515241,1,7.76162472427866,6.3012880337984,1,2.76637645035477,6.44799589332454,3,8.17226418208705,5.77107790553962,1,0,0,0,6.21245188380819,4.39564871115323,2,0,0,0,5.29038849123084,6.1364693754827,3,5.33526326852222,3.36624944151183,2,3.07727970042298,2.91086834536205,1,0,0,0
 181,6.45291932151682,4.16249200444101,1,6.72690826955189,4.54820387797061,0,0,0,0,6.45291932151682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 181,6.45291932151682,4.16249200444101,1,6.72690826955189,4.54820387797061,1,4.96113162331298,5.30499485326282,0,6.45291932151682,0,0,0,0,0,0,0,0,0,0,0,8.31516291399238,4.12784764657773,0,0,0,0,0,0,0,0,0,0
 181,6.45291932151682,4.16249200444101,1,6.72690826955189,4.54820387797061,1,4.96113162331298,5.30499485326282,3,6.45291932151682,0,0,0,0,0,5.38764145910333,2.99075265304092,0,0,0,0,8.31516291399238,4.12784764657773,3,4.83829819652749,7.18632625855809,0,0,0,0,0,0,0
 181,6.45291932151682,4.16249200444101,1,6.72690826955189,4.54820387797061,1,4.96113162331298,5.30499485326282,3,6.45291932151682,0,0,0,0,0,5.38764145910333,2.99075265304092,4,0,0,0,8.31516291399238,4.12784764657773,3,4.83829819652749,7.18632625855809,4,0,0,0,0,0,0
 181,6.45291932151682,4.16249200444101,1,6.72690826955189,4.54820387797061,1,4.96113162331298,5.30499485326282,3,6.45291932151682,0,0,0,0,0,5.38764145910333,2.99075265304092,4,3.01845335807032,5.88389503623592,1,8.31516291399238,4.12784764657773,3,4.83829819652749,7.18632625855809,4,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,0,0,0,0,8.1837572994642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,1,5.74546106331775,5.5665933981256,0,8.1837572994642,0,0,0,0,0,0,0,0,0,0,0,4.36627480996825,5.27358418345466,0,0,0,0,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,1,5.74546106331775,5.5665933981256,4,8.1837572994642,0,0,0,0,0,6.32672181801358,3.46855036914867,0,0,0,0,4.36627480996825,5.27358418345466,4,4.79258744359111,6.33785981419677,0,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,1,5.74546106331775,5.5665933981256,4,8.1837572994642,0,0,0,0,0,6.32672181801358,3.46855036914867,1,0,0,0,4.36627480996825,5.27358418345466,4,4.79258744359111,6.33785981419677,1,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,1,5.62649957069731,3.150454937351,2,8.1837572994642,0,0,0,0,0,6.32672181801358,3.46855036914867,1,0,0,0,3.8594021835001,5.53889121135888,2,4.79258744359111,6.33785981419677,1,0,0,0,0,0,0
 182,8.1837572994642,7.17582978935743,1,5.60223147178119,4.33591032942821,1,5.62649957069731,3.150454937351,2,8.1837572994642,3.27579727972584,1,0,0,0,6.32672181801358,3.46855036914867,1,0,0,0,3.8594021835001,5.53889121135888,2,4.79258744359111,6.33785981419677,1,7.57221475008924,4.81943029341568,1,0,0,0
 183,6.78546605203029,8.02110440186562,1,6.32988894252795,5.05393739890521,0,0,0,0,6.78546605203029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 183,6.78546605203029,8.02110440186562,1,6.32988894252795,5.05393739890521,1,4.64608465293934,8.17484137430838,0,6.78546605203029,0,0,0,0,0,0,0,0,0,0,0,8.77587515636244,5.83617439772082,0,0,0,0,0,0,0,0,0,0
 183,6.78546605203029,8.02110440186562,1,6.32988894252795,5.05393739890521,1,4.64608465293934,8.17484137430838,2,6.78546605203029,0,0,0,0,0,2.60401853815215,3.99570058488587,0,0,0,0,8.77587515636244,5.83617439772082,2,4.10287007504586,4.9138840706164,0,0,0,0,0,0,0
 183,6.78546605203029,8.02110440186562,1,6.32988894252795,5.05393739890521,1,4.64608465293934,8.17484137430838,2,6.78546605203029,0,0,0,0,0,2.60401853815215,3.99570058488587,2,0,0,0,8.77587515636244,5.83617439772082,2,4.10287007504586,4.9138840706164,2,0,0,0,0,0,0
 183,6.78546605203029,8.02110440186562,1,6.32988894252795,5.05393739890521,1,4.64608465293934,8.17484137430838,2,6.78546605203029,0,0,0,0,0,2.60401853815215,3.99570058488587,2,2.89794899292987,5.7662358848705,1,8.77587515636244,5.83617439772082,2,4.10287007504586,4.9138840706164,2,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,0,0,0,0,8.07997410649794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,1,1.49240361827114,4.88683146192063,0,8.07997410649794,0,0,0,0,0,0,0,0,0,0,0,8.06533237261946,3.35658337742023,0,0,0,0,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,1,1.49240361827114,4.88683146192063,3,8.07997410649794,0,0,0,0,0,3.74232693208557,2.4421039687007,0,0,0,0,8.06533237261946,3.35658337742023,3,2.17577089154384,2.24861263466114,0,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,1,1.49240361827114,4.88683146192063,3,8.07997410649794,0,0,0,0,0,3.74232693208557,2.4421039687007,2,0,0,0,8.06533237261946,3.35658337742023,3,2.17577089154384,2.24861263466114,2,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,1,6.07729691978362,5.2721743461524,2,8.07997410649794,0,0,0,0,0,3.74232693208557,2.4421039687007,2,0,0,0,6.74706543608506,4.24987722457072,2,2.17577089154384,2.24861263466114,2,0,0,0,0,0,0
 184,8.07997410649794,5.62509711898527,1,7.03764175017714,4.91119214725154,1,6.07729691978362,5.2721743461524,2,8.07997410649794,2.97546467578792,1,0,0,0,3.74232693208557,2.4421039687007,2,0,0,0,6.74706543608506,4.24987722457072,2,2.17577089154384,2.24861263466114,2,5.74667965328913,3.23953607029322,1,0,0,0
 185,6.23130073555388,6.58957621217444,1,8.36810152417135,7.76514080712552,0,0,0,0,6.23130073555388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 185,6.23130073555388,6.58957621217444,1,8.36810152417135,7.76514080712552,1,2.8832866474576,7.11085899659295,0,6.23130073555388,0,0,0,0,0,0,0,0,0,0,0,6.29169382254776,7.83043617594445,0,0,0,0,0,0,0,0,0,0
 185,6.23130073555388,6.58957621217444,1,8.36810152417135,7.76514080712552,1,2.8832866474576,7.11085899659295,2,6.23130073555388,0,0,0,0,0,3.98207766909796,1.97227036068224,0,0,0,0,6.29169382254776,7.83043617594445,2,3.31951107647487,6.26866989688751,0,0,0,0,0,0,0
 185,6.23130073555388,6.58957621217444,1,8.36810152417135,7.76514080712552,1,2.8832866474576,7.11085899659295,2,6.23130073555388,0,0,0,0,0,3.98207766909796,1.97227036068224,2,0,0,0,6.29169382254776,7.83043617594445,2,3.31951107647487,6.26866989688751,2,0,0,0,0,0,0
 185,6.23130073555388,6.58957621217444,1,8.36810152417135,7.76514080712552,1,2.8832866474576,7.11085899659295,2,6.23130073555388,0,0,0,0,0,3.98207766909796,1.97227036068224,2,5.98306363112362,5.71078584705747,1,6.29169382254776,7.83043617594445,2,3.31951107647487,6.26866989688751,2,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,0,0,0,0,8.08303853001862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,2,8.2533960343845,5.94570352698108,0,8.08303853001862,0,0,0,0,0,0,0,0,0,0,0,5.59711927517642,5.57890482590507,0,0,0,0,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,2,8.2533960343845,5.94570352698108,3,8.08303853001862,0,0,0,0,0,4.29339999380962,6.4652177941137,0,0,0,0,5.59711927517642,5.57890482590507,3,3.52934022151819,4.24152441686798,0,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,2,8.2533960343845,5.94570352698108,3,8.08303853001862,0,0,0,0,0,4.29339999380962,6.4652177941137,1,0,0,0,5.59711927517642,5.57890482590507,3,3.52934022151819,4.24152441686798,1,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,2,8.26426343588737,5.40224749224229,3,8.08303853001862,0,0,0,0,0,4.29339999380962,6.4652177941137,1,0,0,0,4.1889934715543,5.17377701913756,3,3.52934022151819,4.24152441686798,1,0,0,0,0,0,0
 186,8.08303853001862,6.3379294484668,2,8.45583535293336,3.02951614234362,2,8.26426343588737,5.40224749224229,3,8.08303853001862,5.44905896119902,2,0,0,0,4.29339999380962,6.4652177941137,1,0,0,0,4.1889934715543,5.17377701913756,3,3.52934022151819,4.24152441686798,1,6.39069730197173,2.96913917997835,2,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,0,0,0,0,8.6278032881472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,2,2.93525272761214,6.40081419117974,0,8.6278032881472,0,0,0,0,0,0,0,0,0,0,0,5.51426900564874,3.9932630563567,0,0,0,0,0,0,0,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,2,2.93525272761214,6.40081419117974,4,8.6278032881472,0,0,0,0,0,6.59959976483801,5.82553362759815,0,0,0,0,5.51426900564874,3.9932630563567,4,3.97673368941474,6.09432050757762,0,0,0,0,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,2,2.93525272761214,6.40081419117974,4,8.6278032881472,0,0,0,0,0,6.59959976483801,5.82553362759815,2,0,0,0,5.51426900564874,3.9932630563567,4,3.97673368941474,6.09432050757762,2,0,0,0,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,2,6.37119272634235,5.45743094429513,2,8.6278032881472,0,0,0,0,0,6.59959976483801,5.82553362759815,2,0,0,0,4.16451453084569,4.31871310134959,2,3.97673368941474,6.09432050757762,2,0,0,0,0,0,0
 187,8.6278032881472,6.25143573579734,2,8.73441235866777,5.09998428506323,2,6.37119272634235,5.45743094429513,2,8.6278032881472,3.80744747370375,1,0,0,0,6.59959976483801,5.82553362759815,2,0,0,0,4.16451453084569,4.31871310134959,2,3.97673368941474,6.09432050757762,2,6.85256649474898,3.75972741754988,1,0,0,0
 188,5.24081884962894,4.26464260383972,2,8.85655755162968,4.93651088680225,0,0,0,0,5.24081884962894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 188,5.24081884962894,4.26464260383972,2,8.85655755162968,4.93651088680225,1,7.86385469318699,6.9136729672432,0,5.24081884962894,0,0,0,0,0,0,0,0,0,0,0,5.05310154523908,5.54955367862242,0,0,0,0,0,0,0,0,0,0
 188,5.24081884962894,4.26464260383972,2,8.85655755162968,4.93651088680225,1,7.86385469318699,6.9136729672432,2,5.24081884962894,0,0,0,0,0,6.47606788510044,5.3685615999057,0,0,0,0,5.05310154523908,5.54955367862242,2,2.0175867428791,3.77761874691004,0,0,0,0,0,0,0
 188,5.24081884962894,4.26464260383972,2,8.85655755162968,4.93651088680225,1,7.86385469318699,6.9136729672432,2,5.24081884962894,0,0,0,0,0,6.47606788510044,5.3685615999057,2,0,0,0,5.05310154523908,5.54955367862242,2,2.0175867428791,3.77761874691004,2,0,0,0,0,0,0
 188,5.24081884962894,4.26464260383972,2,8.85655755162968,4.93651088680225,1,7.86385469318699,6.9136729672432,2,5.24081884962894,0,0,0,0,0,6.47606788510044,5.3685615999057,2,5.08847273853499,7.1210186710924,1,5.05310154523908,5.54955367862242,2,2.0175867428791,3.77761874691004,2,0,0,0,0,0,0
 189,8.57154765450476,5.57787956065167,2,4.7018483496148,7.67377392174744,0,0,0,0,8.57154765450476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 189,8.57154765450476,5.57787956065167,2,4.7018483496148,7.67377392174744,1,5.69290956598981,3.69794381159609,0,8.57154765450476,0,0,0,0,0,0,0,0,0,0,0,7.1331400605706,2.84801224994195,0,0,0,0,0,0,0,0,0,0
 189,8.57154765450476,5.57787956065167,2,4.7018483496148,7.67377392174744,1,5.69290956598981,3.69794381159609,4,8.57154765450476,0,0,0,0,0,0,0,0,0,0,0,7.1331400605706,2.84801224994195,4,0,0,0,0,0,0,0,0,0
 189,8.57154765450476,5.57787956065167,2,4.7018483496148,7.67377392174744,1,5.69290956598981,3.69794381159609,4,8.57154765450476,3.12777687243057,1,0,0,0,0,0,0,0,0,0,7.1331400605706,2.84801224994195,4,0,0,0,4.96861353207584,7.40974480796084,1,0,0,0
 190,5.63087311543975,7.11411651799302,1,4.52383103792921,5.79885314094119,0,0,0,0,5.63087311543975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 190,5.63087311543975,7.11411651799302,1,4.52383103792921,5.79885314094119,1,6.97105139156506,5.99915265115657,0,5.63087311543975,0,0,0,0,0,0,0,0,0,0,0,3.23717624683413,7.21484727191771,0,0,0,0,0,0,0,0,0,0
 190,5.63087311543975,7.11411651799302,1,4.52383103792921,5.79885314094119,1,6.97105139156506,5.99915265115657,3,5.63087311543975,0,0,0,0,0,6.65353146502934,6.46527181298207,0,0,0,0,3.23717624683413,7.21484727191771,3,5.91106988138216,4.84967412974018,0,0,0,0,0,0,0
 190,5.63087311543975,7.11411651799302,1,4.52383103792921,5.79885314094119,1,6.97105139156506,5.99915265115657,3,5.63087311543975,0,0,0,0,0,6.65353146502934,6.46527181298207,1,0,0,0,3.23717624683413,7.21484727191771,3,5.91106988138216,4.84967412974018,1,0,0,0,0,0,0
 190,5.63087311543975,7.11411651799302,1,4.52383103792921,5.79885314094119,1,6.97105139156506,5.99915265115657,3,5.63087311543975,0,0,0,0,0,6.65353146502934,6.46527181298207,1,4.30766254513476,6.76640294748491,1,3.23717624683413,7.21484727191771,3,5.91106988138216,4.84967412974018,1,0,0,0,0,0,0
 191,6.17142768579533,1.62315450779809,1,7.35578971297395,5.95897750354362,0,0,0,0,6.17142768579533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 191,6.17142768579533,1.62315450779809,1,7.35578971297395,5.95897750354362,1,6.91079218917754,5.29082352176513,0,6.17142768579533,0,0,0,0,0,0,0,0,0,0,0,6.12664672849574,2.72158618686312,0,0,0,0,0,0,0,0,0,0
 191,6.17142768579533,1.62315450779809,1,7.35578971297395,5.95897750354362,1,6.91079218917754,5.29082352176513,2,6.17142768579533,0,0,0,0,0,5.65827322503423,7.96930289165551,0,0,0,0,6.12664672849574,2.72158618686312,2,3.09825349476261,2.63594088584123,0,0,0,0,0,0,0
