Rank,Camera1_Performance,Camera2_Performance,Camera3_Performance,Camera4_Performance,Camera5_Performance,Camera6_Performance,Camera7_Performance,Camera8_Performance,Camera9_Performance
143,45.941805244514796,37.957594904857764,49.761319248489286,32.2501573809308,0.0,53.18993954357628,39.44598280127996,48.7413948732212,37.548791776697996
144,45.936698283256284,49.20577814013544,52.88176512004436,29.133092227326525,0.0,46.1445781145402,33.44906347957336,47.502387043398606,59.17300262513424
145,48.8751504698064,40.39768378644896,51.407641726045085,28.24146520828868,38.51518690128224,0.0,0.0,50.76102228385264,0.0
146,50.70934955763309,56.31456314097084,48.3077233699036,25.708556445137283,40.296414268818914,26.650619382171158,0.0,48.22857491495544,24.00101910817844
147,39.1114330680258,46.67250963802416,44.12604565603628,19.7055737353106,0.0,33.852662407002285,60.63475113809525,36.58913552944336,41.00777602765751
148,54.19925546495152,51.285341804746956,48.455510418103245,46.12239291331435,0.0,34.875712186728244,0.0,50.38650223590256,36.90813515278813
149,41.00300498162244,51.51784643047988,32.689048994401325,50.27069257781371,0.0,0.0,0.0,38.64115050405556,0.0
150,56.83923733677464,53.89864677683609,46.39587468657817,59.73210390232564,0.0,46.108345497272005,0.0,45.71820550720189,30.506197664566837
151,43.64119670012276,54.46807627416624,36.09083564573052,36.90914745151236,0.0,0.0,0.0,47.49574098214741,0.0
152,45.2299504263988,51.86466450117499,44.66927899945716,53.63495776179925,0.0,0.0,0.0,38.49625076987172,0.0
153,44.69116104671696,40.24966555073348,38.89214371487905,24.330433497566524,0.0,36.46440998568836,47.47996589421199,49.78585083587,41.024443596183765
154,39.52037765543744,48.865686835783805,47.70357725424044,23.517101039631523,0.0,53.86773400131513,34.19206665776704,64.35826098280837,31.155362105633564
155,48.10219297675292,53.197682265604996,50.77544095916504,36.973932401818,0.0,41.60025182359516,0.0,57.518367103892764,34.239493553503245
156,43.181965354363,60.306546182030395,36.292906008897084,27.906861988813397,42.87556255855992,0.0,0.0,41.8216308582994,0.0
157,43.04251008135076,46.3620077856718,51.38781474585768,56.5952184708448,0.0,42.91290079311024,0.0,44.41999893660509,34.49135231899281
158,56.03186510101629,52.4194676383072,41.201247752879645,35.98988140317713,0.0,23.241846340939603,44.1388723370454,46.5732640291592,36.69492447498016
159,55.34157987561328,63.072423335840845,41.82131300323344,45.90869784236844,0.0,40.420698993917405,0.0,40.863357474636565,26.862452399607843
160,47.251393316743,44.29370438687137,51.476220216354804,24.15453547054564,0.0,38.289274361017966,29.635179063970043,38.081906371987564,47.80760173265196
161,52.962392793065604,51.851571357015644,58.251527086015365,33.23646985282737,0.0,47.89226186876044,59.389636232956875,37.65901357957624,42.93782855662936
162,40.82897669889981,40.94705884774636,51.24531143463005,45.0945483510418,0.0,0.0,0.0,44.14963839654488,0.0
163,39.593755794741966,47.39797925689091,57.72550727833392,41.19320456559316,0.0,48.349362891033245,0.0,55.20245799693833,28.61206031923176
164,45.20238145689748,63.756768821152754,53.96948554563927,34.76720530955096,0.0,0.0,0.0,43.590172558982246,0.0
165,44.16910796720337,44.81376838454872,44.24279709709148,24.901068916667203,0.0,40.083756654830204,28.979484913736965,49.76365534170744,32.622752460701044
166,49.73863655872556,51.21851625644408,53.67211992316856,51.091739236488486,0.0,26.972388683486443,0.0,42.22111381280368,36.394393332026596
167,53.87719227495364,36.759002671406606,41.83096622720311,55.588260211539954,0.0,34.54073222212452,0.0,47.47756530318268,45.42099399708812
168,37.96827390584164,55.97290527329153,49.695418165933006,29.892110525736005,0.0,26.393269580364564,24.15148410475496,32.65412968419568,35.34202141895672
169,47.06253488870268,44.73034336680096,48.071734084635324,56.92718735656632,0.0,40.41108332309904,0.0,46.600118224988805,50.35283675003972
170,50.1586708482576,31.891796370385517,52.09123175365501,37.788782092310605,0.0,22.70251017530524,0.0,58.04362194512414,37.614250753251554
171,65.433773847361,60.24267369405768,41.9803971033344,49.95800283453384,0.0,34.420252259537,0.0,35.72559135909765,43.036436003275966
172,46.52742112912453,41.744730955850365,39.706691305521645,49.5814788041214,0.0,48.6621461725198,0.0,35.03264331446804,38.61296015839092
173,47.84632286275915,54.295491965520206,47.84411802078613,26.8520378129468,0.0,36.02556652611296,38.23468965519988,49.1995695666048,50.115407492374075
174,40.052795342791555,59.739750730335636,35.61840662789108,47.986317745827115,0.0,0.0,0.0,45.2065104700306,0.0
175,41.0525191658262,49.7034377755292,54.770969811110284,26.228823555287562,0.0,34.776314751897765,32.273084744829994,60.04130716314058,46.6747515992778
176,57.32905426001265,49.308779899158885,43.77024355577548,52.38000775052105,0.0,0.0,0.0,51.12608875506921,0.0
177,41.791681489399004,53.56464120525168,32.332423503119365,18.11872351755376,0.0,48.140501488878684,36.37271007297296,46.64451399707157,35.075464616381126
178,49.35475402147852,47.973248384143716,28.61117970028132,24.4063678531946,0.0,62.62812306380261,43.44928933695412,52.24074935478424,39.1775783327452
179,38.798381571417565,49.11749902558664,50.53065048136028,40.658811845161836,0.0,0.0,0.0,29.25751185724324,0.0
180,53.29136450895784,56.251651032308246,33.85748937471724,54.77706954650804,0.0,42.432402379845676,0.0,42.70743146685416,34.8060508401362
181,41.46164530383132,45.100448590090004,41.064505906303204,25.81167728606728,0.0,33.513576448577,38.51014433618028,49.77204224228045,48.098497820342324
182,60.43834835528652,39.752567204837604,45.2482178457734,63.651268666299956,0.0,39.181088748648996,0.0,38.55943597369164,44.52178903115153
183,58.22628181558365,45.53530536573264,51.28370410899088,27.141864208121163,0.0,26.39887649215208,50.62357311729029,58.44819821633305,36.067016582649046
184,53.82028490193284,47.79533558971472,43.39788506374408,54.562926740128034,0.0,24.737723603145085,0.0,45.687663000158764,17.697534104819923
185,50.28350779091328,64.53296932518748,39.976582576202205,24.92520294221552,0.0,23.8173921191208,22.22237950519636,56.48851999396884,38.35272389344952
186,55.68387191394167,45.94140598110793,56.79639824546232,54.241971107770205,0.0,43.03447115169329,0.0,44.704096404325966,31.083458553544684
187,57.51695609577816,55.337586574924,45.31449468254991,52.21009389222316,0.0,49.70053356974464,0.0,38.03012824802176,40.28421678796944
188,36.02184581387464,55.172273753727715,59.11011064172076,20.96327539851576,0.0,47.37851794002456,40.93757737870381,42.410620895446,23.18082195915656
189,54.59770886062573,49.502489085448964,37.5634135103436,49.08756350200365,0.0,0.0,0.0,39.9246092420502,0.0
190,49.979958533731086,41.2907367154816,51.88081617088651,22.523492461759005,0.0,52.47521311204564,34.26202035210753,41.80809407500736,43.04297604448936
191,30.178328774373682,53.25906886607028,48.80646284377068,40.21131953858036,0.0,54.51030446675896,0.0,36.516073883145964,22.936777522415362
192,64.7847005118716,50.97942685671365,41.53077925631784,38.47349775188852,46.39504946865528,47.87945090999048,0.0,48.523073708241405,45.89755253258696
193,44.58138488245128,49.59245024262912,44.043429335087204,33.78851717538512,0.0,42.346912555146446,31.11487266145384,58.50446195460945,47.07292496198368
194,46.852416220664914,52.487681552098884,42.55663613879213,34.7117604549664,0.0,50.261554429735476,54.2443591340772,37.44146808831864,52.238888687966444
195,39.573604815136235,58.25334496127588,36.31987674621444,33.34977752870716,0.0,24.76732655230688,0.0,37.936683205665474,35.95484762257696
196,38.86271248117904,36.11279162534841,45.06241813515233,29.0626848796814,0.0,36.20128513836908,51.23926866545745,46.179292817526004,46.72114541005648
197,36.12338654023832,26.428053282263164,39.995729358908314,20.10134615660012,0.0,39.199110088346885,45.9530615023372,46.13174632350892,33.65457017027184
198,39.54587307541808,43.45810390215512,32.83343250088144,26.40346779898176,0.0,0.0,0.0,50.37534709832244,0.0
199,34.05964111133832,43.3500409209956,53.971410897977364,30.596139367879438,0.0,43.67477575223524,0.0,53.11785700423444,45.451082059697725
200,49.39291132050436,63.01413032592511,33.21013392681984,28.19644631780452,0.0,50.0016222618206,47.453672243806075,31.668780996940637,27.056403675889324
201,50.71878126530005,42.54938963042129,46.806569477348965,30.362293860926204,0.0,33.81898299933712,47.22071263681552,57.797316868382275,35.559999044211004
202,36.774322471016916,40.413796130161636,45.54989746130376,38.89052490771192,0.0,51.59579500357733,0.0,47.92867270857548,45.655237210184964
203,45.04514981291244,40.764056765998525,45.047183796026005,30.375294694185325,0.0,41.38219360968888,36.11642498340352,56.35846346344041,41.89617420055304
204,49.53706268021401,40.06501183180988,49.94577102066932,48.21423395708232,0.0,43.041333219250966,0.0,38.31175662996564,30.968194168917083
205,35.645145683295276,42.17730360180645,59.58650349928981,21.80372542996224,0.0,46.50311330947548,44.83546568718948,32.49426481905372,33.33072631463788
206,44.69567287199288,48.7243149926132,35.3680340189756,27.30438432148372,0.0,57.62545335546408,42.484032456268444,46.215842648580804,50.80158976914109
207,31.41493089489128,45.030899545363525,35.64058884451856,25.63515914030688,0.0,39.06307164217876,18.003760117840518,46.65454479781732,40.810824914777406
208,46.6886858766848,40.73831807420149,32.891626767464246,54.26684151547963,0.0,38.30245990292012,0.0,61.07889764416801,41.020096736376445
209,60.800190076387686,54.87725986796528,45.88314224196868,30.522858190671805,43.8881998294354,50.15954132852792,0.0,42.1701912454832,44.10407240842056
