Rank,Camera1_Performance,Camera2_Performance,Camera3_Performance,Camera4_Performance,Camera5_Performance,Camera6_Performance,Camera7_Performance
85,37.0096390150796,39.46433973180689,49.53980249976247,26.08681975231912,0.0,40.9122810253916,0.0
86,30.78836623688944,37.85925093594052,43.3844031447906,25.288931020413642,0.0,39.59833418453525,0.0
87,23.610271006014198,38.99274504084216,37.48982454144743,14.84330084038704,0.0,34.43052379831653,30.38049649583764
88,30.906211754477642,37.98668878802589,25.12726958293924,18.382844539236164,47.46733300455897,0.0,0.0
89,35.82761880150692,34.36089500039236,36.31392371726525,31.807816896517437,0.0,0.0,0.0
90,40.68797327574512,43.976790689818124,42.560542606620125,15.145492073171962,45.870260537319396,0.0,0.0
91,31.61809607999152,40.96108231922616,40.909336662186846,40.919073541401794,0.0,0.0,0.0
92,37.810439206663325,28.95108164946012,46.01801459533916,15.28075899677552,0.0,36.501457794456314,28.072178868893438
93,35.76193480655312,40.264829378071404,30.94712479787556,21.73049408229428,42.30814830164012,0.0,0.0
94,36.7595557411616,29.85958479171076,54.23617652099876,38.23889012368392,0.0,41.05660929030568,0.0
95,59.538505183908285,48.07962255526744,26.856693941911082,25.806413135800604,0.0,34.65300608718505,48.490234826140444
96,47.95488650800388,42.508814995166276,32.44161053240156,19.9993353944428,0.0,30.27539670141052,46.751417391878725
97,43.14558193069457,30.99435810191312,42.15436779110932,21.721841659965165,0.0,46.20222599330132,27.82208003405952
98,42.86648338076768,48.859184520522206,37.44584529745832,27.21729415787576,0.0,48.81122474509,43.58467687942764
99,45.63204804213796,28.754892928732723,35.25452351223508,46.22003480498884,0.0,52.18573631416732,0.0
100,45.90897903716268,56.21841113161501,50.38282547464416,55.98492082788952,0.0,0.0,0.0
101,28.154225171013557,52.1733538471608,44.91515711044533,16.19592063660208,0.0,39.40063279192076,30.352267491236915
102,19.591749750900917,30.60251325747848,15.18899470217736,32.9061101934536,0.0,0.0,0.0
103,36.284018694165674,21.327862802670683,32.6129546437466,19.46278050739364,0.0,47.21546954525896,46.04315176642187
104,38.621856182483164,40.85098264561388,48.516302234027,43.98729001806616,0.0,0.0,0.0
105,24.224524190356554,49.70899322889301,39.68038292591544,9.0485253690058,0.0,45.97013143850488,43.14813755408968
106,32.2965950408266,44.32967539280588,39.63079802427176,26.95931380754188,0.0,0.0,0.0
107,45.17172575547656,38.799722310981366,51.465644811382404,29.37377294364436,0.0,50.23035367625239,0.0
108,50.78192428829189,51.11705518160048,41.183702719029405,29.705995904270445,59.02057637254284,31.144999256569516,0.0
109,26.746385469964117,43.99833632997356,40.731966255318,21.131162596225,0.0,50.78665754057607,0.0
110,39.25940689206164,39.881840945610435,42.25160554719728,18.667616422992282,0.0,43.63687317147868,36.2167902257312
111,44.88794583048197,51.27610342750499,35.48281851411084,37.5172376885558,0.0,0.0,0.0
112,51.25167135993311,41.327302092376684,56.25207539370797,24.90491335329388,26.43773301916788,53.68238249909724,0.0
113,47.49618754982688,30.939521814076045,44.205658017767,50.08392472405847,0.0,43.535266216204846,0.0
114,35.42194385172776,37.179712713915485,32.99225764327248,15.7217664256928,0.0,47.18259746769624,35.40045003698296
115,38.21840658540956,42.18561209610665,41.996551071731794,15.111473187482083,0.0,37.990477822001765,38.08851880792492
116,49.68971434509836,36.66405070355,39.33583924828496,22.48363295464564,35.989353735120844,0.0,0.0
117,28.63243607818032,42.9250570437598,35.75066926408884,11.3378505236928,0.0,43.2645279090048,31.36101404936228
118,39.334031021083035,41.43686794033536,38.35510816533072,19.49279311678008,0.0,32.61161878044392,49.134933318656195
119,47.48897164938636,46.06530290827301,60.661182009603934,30.42127907480688,46.5975904221268,59.68687827000916,0.0
120,44.67514457959584,21.095563529462602,54.3711016041732,38.075329149914964,0.0,48.30737404394765,0.0
121,49.28920847543164,43.32799049244288,29.46143296549344,23.323087118190042,0.0,47.321109208270805,39.04524407235296
122,42.839232664362,35.65104360702072,59.15021721214109,11.609831380701602,43.61238301080216,0.0,0.0
123,42.18783774724636,27.77887352286052,49.12708351737084,14.022052259316162,0.0,30.348412254121683,37.18413826025172
124,38.62297110663612,40.84836607196832,50.35750656851624,19.6378955506236,0.0,32.26168863791068,37.40518479347852
125,41.976050377354525,33.94466283620873,49.255383131687324,26.226185212775484,48.07535525450161,34.83579915946032,0.0
126,40.65204242695308,42.1219844117356,35.94999343139632,28.920057392544958,0.0,54.84245753471536,0.0
127,44.4529548490822,27.17107102485944,43.20716805914128,46.06988789319952,0.0,0.0,0.0
128,41.35122807940368,37.213288450476966,50.16070245428475,29.639607275502,0.0,46.55648617752604,0.0
129,32.663731492870596,34.86625999032324,52.41586869039032,37.78522379544288,0.0,0.0,0.0
130,44.982421898396716,47.55714975789797,35.79781430264405,36.27248803628176,0.0,37.152716930631925,0.0
131,34.02656372949647,41.05343963604244,29.288477423375515,24.240463496072316,40.55105442286604,30.84213491612256,0.0
132,43.57116993905744,41.623736738549596,36.45871619391844,15.83515004257504,42.77127649702768,48.36315157878104,0.0
133,43.9426904541538,44.11384924801384,38.152475577329284,22.465776904150005,0.0,44.41774507315344,32.77409291081532
134,50.019487614946726,38.54149710058364,40.445464371781206,26.8923486658384,0.0,45.30653784846764,43.90373681010824
135,34.44726856854208,27.94367397810448,29.43117224487664,37.96461489904344,0.0,0.0,0.0
136,20.196372011874843,59.898128447604684,48.66085570781396,7.885403489559881,0.0,32.95554961711257,38.73144016016735
137,46.70550333494096,49.32155787523868,29.00797435237976,48.33345455128876,0.0,38.153582901527884,0.0
138,35.17830896017696,48.89649866457296,39.25617060184272,22.181259467066685,0.0,0.0,0.0
139,23.54608339806512,47.53221674880365,39.564006253203125,17.43051182907992,43.428774332205315,42.98737147508816,0.0
140,35.337966099757764,46.824796107098166,36.46793201346993,21.093178008591725,0.0,30.058092830407762,31.73054675688864
141,39.26724476944948,49.467679495239636,56.43159982529355,40.978735507249965,0.0,29.324454915316522,0.0
142,44.442023426629284,52.52434303859521,52.73514311296812,17.39803166995172,0.0,55.93906873168142,38.9479688814456
143,51.33749497966236,40.83492256083904,40.99095000872192,30.249391657049724,0.0,40.557803948513765,47.78290557411464
144,36.821364985681114,42.219340204496326,47.99377076508492,18.81224396430772,0.0,43.306370835337724,43.04452120793536
145,39.62806345612532,34.346475508111084,44.57991159933384,25.308078517713078,40.34776641470244,0.0,0.0
146,38.297013325928766,33.48456067539789,44.44725866289813,15.006990229534962,30.541925938255922,50.8907695007206,0.0
147,47.507410244375365,38.41464111905128,38.50678569225284,24.760773171282445,0.0,55.855661748367645,19.987579129062162
148,49.996081714588044,47.79825409992593,44.53071429916128,50.555479591709876,0.0,34.443817102984795,0.0
149,35.419552036253684,42.02378777081957,40.249391352437605,43.72473927099381,0.0,0.0,0.0
150,35.588934052422594,29.49879712446656,45.72634448141039,35.23142796532096,0.0,29.573294887524206,0.0
151,40.68009473843548,50.91949723622916,42.516667332256795,46.92160993589732,0.0,0.0,0.0
152,52.87483564990876,46.842365459104194,44.43387749761256,44.29068360504404,0.0,0.0,0.0
153,40.41958883800972,37.99419359708984,53.76830330854705,22.21988758722272,0.0,36.05434168732364,31.59655788397796
154,48.26219380321136,45.073799125531366,43.87604931783115,26.3275349692148,0.0,50.837620151200845,49.777729256735526
155,46.42825138207056,35.35040385569764,40.39210909509384,44.98686439553736,0.0,52.64599309726604,0.0
156,47.37458976087567,41.92979574717452,52.72119801116073,16.79117408332724,19.4846887405648,0.0,0.0
157,48.8121709414822,37.897003658088,43.95073489645284,37.74955197227884,0.0,43.00868841165748,0.0
158,42.9807098012286,42.987764149425644,36.80991507114925,25.31697830005868,0.0,45.70599640073724,44.471583967348316
159,50.04422836014052,43.51246810425988,47.42637917042831,27.21221304784156,0.0,42.63668314753488,0.0
160,27.761848382574318,35.96308407975569,42.97150270068616,8.617108946547642,0.0,45.608947091997884,40.21779997934876
161,36.84957371990556,42.93467102683888,33.11637863246576,29.239767193931282,0.0,33.07455926642008,33.1342727425388
162,32.3139769435276,43.073350540483325,46.59698818829393,41.6131576048546,0.0,0.0,0.0
163,38.866840853534,34.14802275541768,42.120665631630715,34.565132434936565,0.0,43.970417155440764,0.0
164,44.82910947975108,46.99906284445688,49.84054467373624,44.29800622700488,0.0,0.0,0.0
165,36.218657740062,36.868225134362206,44.872642279246044,16.1098736565766,0.0,29.5147543458658,53.84263087581949
166,38.15938970058528,45.225655993871804,58.268380551311715,48.565721215957794,0.0,48.68023812439376,0.0
167,40.09192396322524,38.38362582495476,43.55567314135044,38.78331788603276,0.0,43.21286437618408,0.0
168,38.59942516607868,50.21710800461252,47.495074348969325,21.21621365053692,0.0,41.8653349308434,43.212364537226684
169,36.27996815568484,51.60445539484413,40.88200243291013,44.705449442083726,0.0,41.379335314949444,0.0
170,28.570504439911122,58.54487030580293,35.52899589205533,38.78809981873028,0.0,33.747904784017926,0.0
171,45.241548396699606,40.0491636452126,41.061472625422326,35.47972872009512,0.0,36.79088540835488,0.0
172,51.01957380391908,39.51219027969084,35.520844759269195,34.96457520589088,0.0,42.943416154141076,0.0
173,50.55646917284653,47.06243648402304,34.34186837794644,27.717773456426002,0.0,40.6383254644454,50.41640490715188
174,54.30877030671179,37.06059673784932,44.86835955875993,46.94631537956776,0.0,0.0,0.0
175,34.76756719791264,41.08518746835236,40.36538714965256,16.85059131064024,0.0,49.75007263627005,44.73052239027192
176,42.99578594522197,44.543408425115715,27.327753508804122,48.35425240855916,0.0,0.0,0.0
177,43.22789911759748,36.39712539552584,42.81119560072492,20.933021946316284,0.0,33.64214976411073,45.974656617698514
178,38.6071210406314,43.46613644954028,31.087942570915683,15.93416306878616,0.0,37.02116688917872,38.74987930876036
179,43.28511981878924,49.040355170441565,33.54766861642352,50.34043242654916,0.0,0.0,0.0
180,27.730304152045477,28.65179193159588,39.397590255462404,17.441124502494798,0.0,49.93374223824024,0.0
181,42.16100139539204,44.54377955482868,40.80712150612372,17.21261522710812,0.0,37.80519579508789,37.82874762404216
182,38.42901461371404,50.0137722032742,46.37926110932792,50.72972908600036,0.0,39.80664763482184,0.0
183,31.086199053769683,41.89223540465444,42.623248368658565,16.43623103600564,0.0,45.35398947741236,39.10610837337348
184,34.375940824555485,44.31002266305304,36.684178551699084,26.063723001222645,0.0,36.17865303480513,0.0
185,48.272670936359916,20.28494451477204,40.56840847976213,18.188253328897442,0.0,33.0496764592558,48.501020942668085
186,44.29655048617443,40.407669225977045,47.651882056194324,44.13032961943688,0.0,34.67471109641296,0.0
187,27.167766367996084,31.007868140683005,28.354796714843367,33.97055017751104,0.0,51.906568672465326,0.0
188,40.93419021862284,40.657950168792524,35.93806029042384,15.57588536992508,0.0,41.052384070855844,51.65561135713096
189,31.772042550487043,30.894139633073202,42.96736718207808,32.4490724286782,0.0,0.0,0.0
190,31.0858531242852,44.069285279942726,51.52667034609468,15.02728270892632,0.0,38.26000563294024,47.337695331231764
191,28.903165731245,42.17367255463904,47.69260512638655,39.92406910654344,0.0,45.339659916461436,0.0
192,45.50612109293289,42.964834355247206,41.86392353924317,21.62028486313028,34.6052851311338,37.11101507240353,0.0
193,42.7739684858158,29.952622088276836,43.3206185842726,15.31750241384372,0.0,53.780261681439676,42.20242677544924
194,35.07863319035736,41.821105204531605,35.60925070021684,25.2857654832912,0.0,24.46982774623272,51.00524117149228
195,37.598392419148965,48.687252333333795,60.63674257743661,40.80850213271277,0.0,51.55336385542596,0.0
196,40.25258071227989,54.236528133497366,21.11975841382584,28.11192494658136,0.0,35.484528086145204,40.657975056574
197,33.22663874057052,58.672180154908204,31.236065426780524,22.426611139072882,0.0,44.50585110107248,27.093492747251364
198,43.44675056800445,53.036773082777366,31.467000229567244,44.01089676272696,0.0,0.0,0.0
199,40.25049505130668,43.366321539843675,49.70033117069884,45.480648053817,0.0,39.98518627638804,0.0
200,29.19504587561692,47.664664443749075,32.1514234866188,13.17300549197872,0.0,51.827638881764756,36.94091181057748
201,38.65585281358572,36.913790453101726,45.77285468472409,18.45938781088588,0.0,49.58850052573308,38.58671748963125
202,34.1584916825386,26.773084384815597,40.69361818278209,48.79765679788968,0.0,50.19420881409036,0.0
203,41.5944735966282,27.86374290425612,34.29546458531713,21.23798619225436,0.0,49.37566537379728,46.183100636445204
204,35.528343562975515,29.70976171489916,45.47379302145964,35.48470880668264,0.0,44.44943516173949,0.0
205,36.00659219440232,35.73716631643137,56.075326543573276,21.336737075675202,0.0,55.0978064059372,32.428573050596
206,26.567241426340516,36.62601141654612,34.685612664569646,13.72582117300748,0.0,38.91038254641844,51.59478193334536
207,36.47496277327488,49.1995307514176,32.38410737190592,18.083674222765723,0.0,50.870502368232565,47.212931012581606
208,24.47294999807304,34.73383618631412,56.34055750418516,28.713322769557763,0.0,38.08153529723668,0.0
209,41.56545042213068,43.01473314800673,39.91169051683772,20.434157513293684,25.640316365086846,52.70513251063345,0.0
210,38.37627436081968,53.510777162304414,44.22709812334668,21.79007995373068,48.51527576838643,0.0,0.0
211,41.47630160979464,54.335456773082555,40.06031894101456,20.82790286891796,27.18918020942544,37.47008358945488,0.0
212,38.36212853866524,30.143998069131207,41.02622641299856,16.78873796545048,36.71808544497313,0.0,0.0
213,63.309649550893596,43.96103337312557,48.418445419406964,53.01000656204396,0.0,0.0,0.0
214,42.80333229846816,64.95261321476833,42.58032350818664,36.13630030888264,0.0,37.153775603991,0.0
215,50.824277551712925,57.058419077443524,48.02746024810056,43.58103974396924,0.0,0.0,0.0
216,24.512555255289435,41.2269356394978,33.10017337226192,17.73278350070504,0.0,30.07448210600704,28.19759185418416
217,37.42290281612124,35.82962161527456,38.50097804753504,46.76276374795552,0.0,38.18378398432548,0.0
218,45.393179870726044,32.54047742196444,32.0721164287592,50.950620693067684,0.0,0.0,0.0
219,40.73596370161344,40.4479217586712,48.81804473086868,27.362517252958963,0.0,0.0,0.0
220,32.570659651446995,29.402020609398523,55.34742259563852,24.163737749310922,0.0,49.48992668331,36.2344604103608
221,60.97628758530653,28.67202724238448,35.77210611935576,38.2180916405306,0.0,35.82060855003428,0.0
222,45.79874893726328,50.8882464773014,54.237226812961566,43.53804394247932,0.0,39.407299403580275,0.0
223,47.98122043155536,35.46061094527264,32.44453064786412,25.02730556460952,0.0,30.229236458810483,38.21322303933088
224,34.30670950489376,22.03791074031712,38.20980559543472,42.3333091781976,0.0,59.593409187804646,0.0
225,39.81434753785676,43.220478583254,44.42779331985196,16.92570726845524,0.0,47.14696956467949,45.97319394882936
226,38.48637322024145,36.11221704118536,30.203167436033564,33.655221618244326,0.0,0.0,0.0
227,29.68281619990648,32.24232199588029,44.03210037156384,15.286950731055121,0.0,38.084344146492406,49.818234964059236
228,38.93337476721761,49.92502998283464,33.31188873599732,12.487263671274201,0.0,44.07696129435769,44.446818712295524
229,26.35658888143908,43.33059153560325,28.817525147715685,37.42459566366584,0.0,0.0,0.0
230,24.23119056082332,37.60604235136204,40.56201748458372,13.59909315237264,46.380309762592084,40.567967417566805,0.0
231,39.0640823180016,15.998770238792881,38.01661062679344,21.74658878815208,0.0,32.73809802305756,43.01704405045144
232,37.02064152999876,29.193456835547636,36.30888077469516,21.87327739061828,0.0,47.77145777475208,39.16855456679772
233,24.056561199710515,41.86647536817876,48.199128937983126,28.5019632155294,0.0,37.96066321509996,0.0
234,35.94295546512232,20.8460513459788,39.55959056290804,44.19431514070824,0.0,45.85134058279056,0.0
235,24.752415516477683,39.4118942012048,40.293531602196566,15.176786524046962,40.70499440774096,0.0,0.0
236,36.70052974885768,35.578264750572956,40.82627256918988,42.09901481205128,0.0,0.0,0.0
237,47.106998363431885,39.12301126803612,31.334882927909526,27.474712169428443,0.0,33.58568186239332,29.255290485630596
238,43.94899296004964,33.69783480667916,42.03067648654236,31.853855251642994,0.0,0.0,0.0
239,40.018044472365396,33.08723104432488,34.78159185181025,26.26690162741536,0.0,48.53267890209444,0.0
240,37.56190050846172,46.381540523477085,41.8918245312852,26.22768671777116,0.0,23.628806864916402,0.0
241,45.29783654312136,41.52752422224576,38.63657671177948,33.080133883830236,0.0,45.7068407732772,0.0
242,33.06401104831916,51.6609114805878,28.264234707051,24.01291040137096,0.0,36.211736257846525,27.660488596891764
243,42.34324337482088,54.67074567322913,46.36985588740916,37.5779137331662,0.0,53.59842237226549,0.0
244,37.341964942771,36.89031210841704,36.298948896835,35.06878596766468,0.0,0.0,0.0
245,37.81157313151144,40.37996687555808,42.079416019412925,32.861634178055596,0.0,0.0,0.0
246,34.0898909922928,55.065429777273245,40.99988205490892,27.308643327039285,0.0,37.42667673515924,0.0
247,25.169358503297723,44.6949051553474,43.272663351799004,36.250014289488405,0.0,31.715098472080527,0.0
248,31.959270505893002,50.8973934651116,49.67499516354144,19.276633846849965,0.0,46.78357060076605,28.679747167184967
249,44.451833904532684,52.67179961724633,45.46858694462196,48.30073766810984,0.0,0.0,0.0
250,31.067207271669517,44.39242109315356,44.066094310903125,33.85320335066928,0.0,0.0,0.0
251,33.361938693365964,38.78425625868345,43.35622954782888,37.15843569531968,0.0,44.74687858731324,0.0
252,35.194803969787756,45.088063807054205,49.46874027647999,18.8027671929644,44.861734070465005,0.0,0.0
253,31.7390179960774,35.49907308655804,46.748834210080766,24.5247177236622,0.0,46.31089545040384,0.0
254,32.6071013592252,38.7253304213822,42.851024703129234,18.492721727507043,34.057951871536474,0.0,0.0
255,30.599714777244202,47.69426582423648,47.04483795959861,16.901978862070884,0.0,59.32574253643257,40.0805475114836
256,33.261817781475,26.37942712819928,44.03212177809972,13.81003307138424,45.81929416347096,0.0,0.0
257,31.73858065796884,35.735663029846,38.192498191750126,13.78446786189488,51.42981259180877,0.0,0.0
258,25.268242420205322,40.328314275637844,40.7858043847894,39.601306918701276,0.0,0.0,0.0
259,27.27113266922584,51.61930695009356,38.17008359118885,14.93389470049212,0.0,40.62406751001528,26.820262080030883
260,37.84933251722532,49.139416694796644,34.60566853798076,50.88588897196308,0.0,0.0,0.0
261,41.606713686353245,43.692923950631446,57.32144484647239,47.329618342540805,0.0,26.265051807608003,0.0
262,45.001377388367196,47.69176341912736,39.1260270268586,45.023826864399,0.0,47.52096195877116,0.0
263,49.13046697007359,45.76991237462568,41.31096975101104,29.22889196904228,0.0,30.45143594453824,44.68683295125568
264,29.353018142469843,32.06478901397176,25.638456232434603,9.52443691475596,0.0,42.383495330158844,25.568902199603883
265,53.1767120712022,37.869179062308,43.060695572545285,56.66133047415356,0.0,48.74715687635264,0.0
266,35.33233670931472,26.042547415988043,49.231391766359565,22.46232819066648,0.0,0.0,0.0
267,36.67610932513068,37.33572567568957,52.16349126283912,25.24683370252852,0.0,37.8489875552418,32.380853771008674
268,28.92558770382888,45.538462728674475,45.24501696661968,13.35928723660664,35.583444537336916,0.0,0.0
269,48.40020085878245,36.74217242472304,37.22715349185384,23.732340122238284,0.0,39.239836083680764,45.26663525818
270,47.44732084592308,26.897316994794885,50.48566710540805,24.485981743706724,0.0,47.60629179268368,40.235085250724836
271,37.111052336561,54.683149704694124,33.74277513960952,37.30010677593256,0.0,0.0,0.0
