Rank,Angle1,Distance1,Density1,Angle2,Distance2,Density2,Angle3,Distance3,Density3,Angle4,Distance4,Density4,Angle5,Distance5,Density5,Angle6,Distance6,Density6,Angle7,Distance7,Density7
 15,6.46545202576116,6.50759278828039,1,7.07672179431129,6.42430785290442,0,0,0,0,6.46545202576116,0,0,0,0,0,0,0,0,0,0,0
 15,6.46545202576116,6.50759278828039,1,7.07672179431129,6.42430785290442,1,4.86721820243576,2.98511960619714,0,6.46545202576116,0,0,0,0,0,0,0,0,0,0,0
 15,6.46545202576116,6.50759278828039,1,7.07672179431129,6.42430785290442,1,4.86721820243576,2.98511960619714,3,6.46545202576116,0,0,0,0,0,0,0,0,0,0,0
 15,6.46545202576116,6.50759278828039,1,7.07672179431129,6.42430785290442,1,4.86721820243576,2.98511960619714,3,6.46545202576116,0,0,5.21108822939555,5.66548808471138,1,0,0,0,0,0,0
 16,9.36878524466601,6.037060207683,1,6.85072434087169,3.97879021667908,0,0,0,0,9.36878524466601,0,0,0,0,0,0,0,0,0,0,0
 16,9.36878524466601,6.037060207683,1,6.85072434087169,3.97879021667908,1,5.35069834127669,5.08720547515199,0,9.36878524466601,0,0,0,0,0,0,0,0,0,0,0
 16,9.36878524466601,6.037060207683,1,6.85072434087169,3.97879021667908,1,5.35069834127669,5.08720547515199,3,9.36878524466601,0,0,0,0,0,0,0,0,0,0,0
 16,9.36878524466601,6.037060207683,1,6.85072434087169,3.97879021667908,1,5.35069834127669,5.08720547515199,3,9.36878524466601,6.15972801082041,2,0,0,0,0,0,0,0,0,0
 17,8.22827054840507,3.3251870302995,1,7.23920640425662,5.45823437561011,0,0,0,0,8.22827054840507,0,0,0,0,0,0,0,0,0,0,0
 17,8.22827054840507,3.3251870302995,1,7.23920640425662,5.45823437561011,1,5.44881602088468,7.80764034898797,0,8.22827054840507,0,0,0,0,0,0,0,0,0,0,0
 17,8.22827054840507,3.3251870302995,1,7.23920640425662,5.45823437561011,1,5.44881602088468,7.80764034898797,3,8.22827054840507,0,0,0,0,0,6.658482351039,6.27201835237883,0,0,0,0
 17,8.22827054840507,3.3251870302995,1,7.23920640425662,5.45823437561011,1,5.44881602088468,7.80764034898797,3,8.22827054840507,0,0,0,0,0,6.658482351039,6.27201835237883,9,0,0,0
 17,8.22827054840507,3.3251870302995,1,7.23920640425662,5.45823437561011,1,5.44881602088468,7.80764034898797,3,8.22827054840507,0,0,0,0,0,6.658482351039,6.27201835237883,9,2.69714366855435,4.62770124905316,2
 18,5.58497962391098,6.35080469982359,1,4.93638879978961,6.45870842505877,0,0,0,0,5.58497962391098,0,0,0,0,0,0,0,0,0,0,0
 18,5.58497962391098,6.35080469982359,1,4.93638879978961,6.45870842505877,1,6.72783470097943,7.31313975953135,0,5.58497962391098,0,0,0,0,0,0,0,0,0,0,0
 18,5.58497962391098,6.35080469982359,1,4.93638879978961,6.45870842505877,1,6.72783470097943,7.31313975953135,3,5.58497962391098,0,0,0,0,0,0,0,0,0,0,0
 18,5.58497962391098,6.35080469982359,1,4.93638879978961,6.45870842505877,1,6.72783470097943,7.31313975953135,3,5.58497962391098,3.26618622722534,1,0,0,0,0,0,0,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,0,0,0,0,3.77468104194044,0,0,0,0,0,0,0,0,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,1,6.43644702097537,5.10001192135238,0,3.77468104194044,0,0,0,0,0,0,0,0,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,1,6.43644702097537,5.10001192135238,2,3.77468104194044,0,0,0,0,0,4.41260944937464,6.58677264998625,0,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,1,6.43644702097537,5.10001192135238,2,3.77468104194044,0,0,0,0,0,4.41260944937464,6.58677264998625,6,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,1,6.14694108525894,4.54615476210668,4,3.77468104194044,0,0,0,0,0,4.41260944937464,6.58677264998625,6,0,0,0
 19,3.77468104194044,4.2916450495472,1,5.75508231400361,5.00896891817633,1,6.14694108525894,4.54615476210668,4,3.77468104194044,0,0,5.47488573843875,4.48760653220068,1,4.41260944937464,6.58677264998625,6,0,0,0
 20,8.59672755267004,4.53701663154369,1,5.76086788279988,5.17573493677636,0,0,0,0,8.59672755267004,0,0,0,0,0,0,0,0,0,0,0
 20,8.59672755267004,4.53701663154369,1,5.76086788279988,5.17573493677636,1,3.94832095369533,3.62504201424984,0,8.59672755267004,0,0,0,0,0,0,0,0,0,0,0
 20,8.59672755267004,4.53701663154369,1,5.76086788279988,5.17573493677636,1,3.94832095369533,3.62504201424984,2,8.59672755267004,0,0,0,0,0,0,0,0,0,0,0
 20,8.59672755267004,4.53701663154369,1,5.76086788279988,5.17573493677636,1,3.94832095369533,3.62504201424984,2,8.59672755267004,4.60851580825378,2,0,0,0,0,0,0,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,0,0,0,0,7.45544985774709,0,0,0,0,0,0,0,0,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,1,8.4326345907529,5.26376135539883,0,7.45544985774709,0,0,0,0,0,0,0,0,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,1,8.4326345907529,5.26376135539883,5,7.45544985774709,0,0,0,0,0,7.05794776865682,7.44486411040061,0,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,1,8.4326345907529,5.26376135539883,5,7.45544985774709,0,0,0,0,0,7.05794776865682,7.44486411040061,5,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,1,6.16003836582551,6.35465723753511,6,7.45544985774709,0,0,0,0,0,7.05794776865682,7.44486411040061,5,0,0,0
 21,7.45544985774709,2.73745003496562,2,6.13789520225251,5.0637419420305,1,6.16003836582551,6.35465723753511,6,7.45544985774709,5.17780855234864,3,0,0,0,7.05794776865682,7.44486411040061,5,0,0,0
 22,7.88567987082339,6.57524962355759,1,7.8676213269548,7.40125791799929,0,0,0,0,7.88567987082339,0,0,0,0,0,0,0,0,0,0,0
 22,7.88567987082339,6.57524962355759,1,7.8676213269548,7.40125791799929,1,6.46431131810981,5.6883801249984,0,7.88567987082339,0,0,0,0,0,0,0,0,0,0,0
 22,7.88567987082339,6.57524962355759,1,7.8676213269548,7.40125791799929,1,6.46431131810981,5.6883801249984,4,7.88567987082339,0,0,0,0,0,6.43050241009719,4.07215104260164,0,0,0,0
 22,7.88567987082339,6.57524962355759,1,7.8676213269548,7.40125791799929,1,6.46431131810981,5.6883801249984,4,7.88567987082339,0,0,0,0,0,6.43050241009719,4.07215104260164,2,0,0,0
 22,7.88567987082339,6.57524962355759,1,7.8676213269548,7.40125791799929,1,6.46431131810981,5.6883801249984,4,7.88567987082339,0,0,0,0,0,6.43050241009719,4.07215104260164,2,6.44699196657008,4.89405257118547,1
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,0,0,0,0,7.29378149986274,0,0,0,0,0,0,0,0,0,0,0
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,2,6.94327003757842,5.05643889320811,0,7.29378149986274,0,0,0,0,0,0,0,0,0,0,0
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,2,6.94327003757842,5.05643889320811,4,7.29378149986274,0,0,0,0,0,8.54965248861937,3.63773992070485,0,0,0,0
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,2,6.94327003757842,5.05643889320811,4,7.29378149986274,0,0,0,0,0,8.54965248861937,3.63773992070485,4,0,0,0
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,2,8.35385463663835,3.08903765040857,4,7.29378149986274,0,0,0,0,0,8.54965248861937,3.63773992070485,4,0,0,0
 23,7.29378149986274,3.83601102709636,2,7.34405121296512,4.01856316423965,2,8.35385463663835,3.08903765040857,4,7.29378149986274,5.39820718483279,2,0,0,0,8.54965248861937,3.63773992070485,4,0,0,0
 24,8.0719278416819,4.19800736506203,2,6.74627865511251,7.28240569127773,0,0,0,0,8.0719278416819,0,0,0,0,0,0,0,0,0,0,0
 24,8.0719278416819,4.19800736506203,2,6.74627865511251,7.28240569127773,2,4.83532188422101,5.82205179887142,0,8.0719278416819,0,0,0,0,0,0,0,0,0,0,0
 24,8.0719278416819,4.19800736506203,2,6.74627865511251,7.28240569127773,2,4.83532188422101,5.82205179887142,3,8.0719278416819,0,0,0,0,0,2.68142504201695,4.4806684746176,0,0,0,0
 24,8.0719278416819,4.19800736506203,2,6.74627865511251,7.28240569127773,2,4.83532188422101,5.82205179887142,3,8.0719278416819,0,0,0,0,0,2.68142504201695,4.4806684746176,2,0,0,0
 24,8.0719278416819,4.19800736506203,2,6.74627865511251,7.28240569127773,2,4.83532188422101,5.82205179887142,3,8.0719278416819,0,0,0,0,0,2.68142504201695,4.4806684746176,2,1.25726764890447,5.55748071936861,1
 25,6.97018385781329,2.63804603035665,1,6.0217766809363,7.35014470046706,0,0,0,0,6.97018385781329,0,0,0,0,0,0,0,0,0,0,0
 25,6.97018385781329,2.63804603035665,1,6.0217766809363,7.35014470046706,1,3.67934470501423,4.08213014121789,0,6.97018385781329,0,0,0,0,0,0,0,0,0,0,0
 25,6.97018385781329,2.63804603035665,1,6.0217766809363,7.35014470046706,1,3.67934470501423,4.08213014121789,3,6.97018385781329,0,0,0,0,0,0,0,0,0,0,0
 25,6.97018385781329,2.63804603035665,1,6.0217766809363,7.35014470046706,1,3.67934470501423,4.08213014121789,3,6.97018385781329,5.51399217075323,2,0,0,0,0,0,0,0,0,0
 26,7.61594278310692,2.20719194913093,2,5.1605508968072,6.12058431793757,0,0,0,0,7.61594278310692,0,0,0,0,0,0,0,0,0,0,0
 26,7.61594278310692,2.20719194913093,2,5.1605508968072,6.12058431793757,2,9.22685807584731,4.16754550801482,0,7.61594278310692,0,0,0,0,0,0,0,0,0,0,0
 26,7.61594278310692,2.20719194913093,2,5.1605508968072,6.12058431793757,2,9.22685807584731,4.16754550801482,4,7.61594278310692,0,0,0,0,0,1.93930229765424,4.70694469985318,0,0,0,0
 26,7.61594278310692,2.20719194913093,2,5.1605508968072,6.12058431793757,2,9.22685807584731,4.16754550801482,4,7.61594278310692,0,0,0,0,0,1.93930229765424,4.70694469985318,2,0,0,0
 26,7.61594278310692,2.20719194913093,2,5.1605508968072,6.12058431793757,2,9.22685807584731,4.16754550801482,4,7.61594278310692,0,0,0,0,0,1.93930229765424,4.70694469985318,2,1.52297942329966,6.04616567401917,2
 27,6.4749753842491,3.85980958986341,1,5.31141497732044,3.64151075480942,0,0,0,0,6.4749753842491,0,0,0,0,0,0,0,0,0,0,0
 27,6.4749753842491,3.85980958986341,1,5.31141497732044,3.64151075480942,1,8.53777357051264,2.50276271182821,0,6.4749753842491,0,0,0,0,0,0,0,0,0,0,0
 27,6.4749753842491,3.85980958986341,1,5.31141497732044,3.64151075480942,1,8.53777357051264,2.50276271182821,3,6.4749753842491,0,0,0,0,0,0,0,0,0,0,0
 27,6.4749753842491,3.85980958986341,1,5.31141497732044,3.64151075480942,1,8.53777357051264,2.50276271182821,3,6.4749753842491,0,0,4.38809658906338,6.11071710751384,2,0,0,0,0,0,0
 28,7.44056617404033,5.69573547903643,1,5.85688453187593,7.2092699065061,0,0,0,0,7.44056617404033,0,0,0,0,0,0,0,0,0,0,0
 28,7.44056617404033,5.69573547903643,1,5.85688453187593,7.2092699065061,1,4.95810540556838,4.80375807376454,0,7.44056617404033,0,0,0,0,0,0,0,0,0,0,0
 28,7.44056617404033,5.69573547903643,1,5.85688453187593,7.2092699065061,1,4.95810540556838,4.80375807376454,2,7.44056617404033,0,0,0,0,0,0,0,0,0,0,0
 28,7.44056617404033,5.69573547903643,1,5.85688453187593,7.2092699065061,1,4.95810540556838,4.80375807376454,2,7.44056617404033,1.87700342999929,1,0,0,0,0,0,0,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,0,0,0,0,7.98768746158295,0,0,0,0,0,0,0,0,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,2,5.47927032543916,4.539237848129,0,7.98768746158295,0,0,0,0,0,0,0,0,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,2,5.47927032543916,4.539237848129,3,7.98768746158295,0,0,0,0,0,7.30231544718899,5.0160584925001,0,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,2,5.47927032543916,4.539237848129,3,7.98768746158295,0,0,0,0,0,7.30231544718899,5.0160584925001,8,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,2,6.54369624559094,4.9939578182017,3,7.98768746158295,0,0,0,0,0,7.30231544718899,5.0160584925001,8,0,0,0
 29,7.98768746158295,5.15355410505132,3,6.21755922416929,6.9061699071948,2,6.54369624559094,4.9939578182017,3,7.98768746158295,3.64329237483631,2,0,0,0,7.30231544718899,5.0160584925001,8,0,0,0
 30,8.83982322997796,4.59930440047784,1,7.02300948393878,6.05952314974172,0,0,0,0,8.83982322997796,0,0,0,0,0,0,0,0,0,0,0
 30,8.83982322997796,4.59930440047784,1,7.02300948393878,6.05952314974172,1,5.4914019153894,6.33472873175025,0,8.83982322997796,0,0,0,0,0,0,0,0,0,0,0
 30,8.83982322997796,4.59930440047784,1,7.02300948393878,6.05952314974172,1,5.4914019153894,6.33472873175025,3,8.83982322997796,0,0,0,0,0,0,0,0,0,0,0
